0,0
1,3
2,6
3,6
4,8
5,9
6,11
7,14
8,16
9,18
10,19
11,22
12,25
13,25
14,27
15,28
16,30
17,33
18,33
19,33
20,34
21,37
22,40
23,42
24,42
25,43
26,45
27,46
28,50
29,50
30,50
31,52
32,54
33,54
34,56
35,56
36,59
37,61
38,63
39,65
40,66
41,68
42,71
43,75
44,77
45,78
46,80
47,83
48,83
49,84
50,85
51,88
52,91
53,93
54,95
55,96
56,99
57,101
58,102
59,104
60,105
61,108
62,108
63,108
64,110
65,111
66,111
67,113
68,115
69,115
70,116
71,119
72,121
73,121
74,121
75,122
76,125
77,128
78,132
79,132
80,133
81,136
82,138
83,138
84,138
85,138
86,140
87,142
88,146
89,146
90,147
91,149
92,151
93,153
94,153
95,154
96,157
97,160
98,160
99,160
100,161
101,164
102,167
103,171
104,173
105,174
106,177
107,180
108,180
109,180
110,181
111,184
112,186
113,188
114,190
115,190
116,190
117,193
118,195
119,195
120,196
121,199
122,202
123,202
124,202
125,203
126,205
127,208
128,208
129,208
130,209
131,211
132,214
133,216
134,216
135,217
136,220
137,223
138,225
139,225
140,225
141,227
142,230
143,230
144,232
145,233
146,236
147,236
148,238
149,238
150,239
151,242
152,245
153,245
154,247
155,248
156,251
157,254
158,258
159,258
160,259
161,262
162,265
163,269
164,269
165,270
166,273
167,276
168,276
169,278
170,279
171,282
172,285
173,285
174,285
175,286
176,289
177,289
178,292
179,294
180,295
181,298
182,301
183,301
184,301
185,302
186,305
187,308
188,308
189,310
190,310
191,313
192,316
193,318
194,318
195,319
196,321
197,323
198,327
199,329
200,330
201,332
202,335
203,339
204,339
205,340
206,343
207,346
208,348
209,348
210,349
211,351
212,354
213,354
214,354
215,355
216,358
217,361
218,363
219,363
220,364
221,367
222,370
223,372
224,374
225,375
226,378
227,381
228,385
229,387
230,388
231,391
232,394
233,394
234,396
235,397
236,399
237,401
238,405
239,407
240,407
241,407
242,410
243,412
244,414
245,415
246,418
247,420
248,422
249,422
250,423
251,425
252,426
253,428
254,430
255,431
256,432
257,434
258,436
259,438
260,438
261,441
262,441
263,441
264,442
265,443
266,444
267,446
268,450
269,452
270,453
271,455
272,456
273,458
274,458
275,459
276,462
277,465
278,467
279,467
280,468
281,471
282,474
283,476
284,476
285,477
286,480
287,483
288,485
289,487
290,488
291,491
292,494
293,494
294,494
295,495
296,496
297,498
298,500
299,502
300,502
301,502
302,505
303,509
304,509
305,509
306,512
307,515
308,515
309,515
310,515
311,518
312,521
313,525
314,525
315,526
316,526
317,529
318,529
319,531
320,532
321,535
322,538
323,538
324,538
325,539
326,542
327,545
328,547
329,547
